Country/Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.36,0.57,0.93,1.43,2.14,2.14,2.93,4.21,4.21,8.0,12.07,17.5,23.5,31.86,31.64,55.5,71.93,90.0,112.14,145.0,165.79,209.71,248.93,296.86,357.21,408.36,434.07,499.64,557.36,589.21,633.29,660.29,691.29,690.71,720.0,724.71,743.71,800.29,772.64,758.79,751.86,714.64,702.86,700.5,652.57,654.36,637.71,652.36,638.36,631.5,599.79,523.21,528.93,519.93,506.64,491.0,458.14,443.14,452.07,393.21,362.57,332.93,308.79,300.0,311.57,319.36,286.71,265.5,260.86,256.5,259.07,233.86,230.86,258.57,268.14,263.21,266.43,248.43,228.36,209.43
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.21,0.5,0.57,0.57,0.57,0.57,1.07,1.29,1.71,18.71,18.71,22.86,24.0,28.43,31.14,30.86,31.71,32.29,33.0,33.79,34.21,34.5,35.86,19.64,20.5,17.29,18.07,16.64,18.14,24.43,27.36,34.93,43.21,60.29,79.29,95.07,109.36,119.5,130.5,139.29,152.71,167.5,181.29,189.07,205.43,225.29,256.29,263.07,274.57,298.79,319.71,352.21,384.86,429.5,473.57,522.0,572.36,606.64,632.36,664.71,673.79,704.57,721.64,726.86,757.79,773.64,794.71,834.0,855.21,873.79,884.21,944.86,998.21,1061.64,1094.93,1150.0,1218.07,1269.86,1318.86,1366.07,1411.5,1448.57
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.21,0.21,0.21,0.21,0.29,0.43,0.64,0.64,1.07,1.07,1.79,3.14,3.43,6.14,8.57,9.14,11.07,12.93,18.29,19.36,21.36,25.57,29.86,40.07,54.93,61.5,70.0,85.93,94.93,120.29,139.36,147.21,157.14,175.79,205.36,231.86,245.07,248.64,258.79,275.36,298.07,298.21,324.14,320.36,323.14,331.0,339.71,354.93,348.86,343.21,348.71,348.5,344.64,353.5,349.57,353.57,331.79,338.29,336.14,338.36,340.14,323.79,321.43,308.14,315.5,326.86,328.21,314.07,314.5,313.86,321.14,309.0,303.5,297.29,287.43,286.21,276.43,283.71,264.86,251.71,239.57,234.29,220.43,207.21
Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.79,0.79,1.07,1.07,1.29,1.29,1.86,3.07,4.07,4.36,6.21,7.93,10.29,13.93,17.14,20.93,25.0,30.07,33.93,45.57,58.0,70.79,86.07,105.07,124.71,158.79,187.86,239.21,278.29,316.07,358.71,421.79,500.14,572.43,663.64,777.21,880.0,1016.86,1178.0,1340.36,1550.93,1742.14,1989.93,2290.14,2676.0,2912.71,3233.29,3523.36,3760.14,4050.36,4357.43,4655.64,4915.64,5175.43,5350.64,5611.43,5887.36,6232.93,6559.57,7010.5,7329.07,7709.29,8170.5,8516.93,8863.43,9195.64,9585.5,9906.07,10205.14,10410.5,10600.86,10570.64,10504.64,10386.43,10326.5,10198.29,10028.14,9899.21
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.36,0.5,0.57,0.57,1.21,1.21,1.36,2.57,2.86,2.93,3.57,3.86,4.21,4.93,4.64,4.86,5.29,5.43,5.14,6.07,6.07,4.93,4.64,4.93,4.29,4.57,4.29,4.0,4.07,4.21,3.86,3.86,3.86,3.0,3.07,3.0,3.21,3.07,3.14,4.14,4.5,4.64,5.71,5.57,6.36,7.5,7.57,7.93,8.0,8.14,7.93,8.21,8.36,6.93,6.93,6.64,5.57,5.29,4.43,3.14,2.71,2.43,2.36,2.57,3.36,3.29,3.5,3.43
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.5,0.57,0.57,0.64,0.64,0.64,0.71,0.71,0.79,0.64,0.64,0.71,0.71,0.71,0.36,0.43,0.43,0.36,0.36,0.36,0.29,0.36,0.29,0.29,0.29,0.21,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.14,0.5,0.5,0.79,0.79,0.79,0.79,0.86,0.86,0.79,0.79,0.79,0.79,0.86,0.86,0.43,0.43,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.43,0.43,0.43,0.5,0.5,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.71,0.64,0.36,0.36,0.36,0.29,0.36,0.07,0.14,0.14,0.14,0.21,0.21,0.29,0.29,0.29,0.29,0.29,0.36,0.36,0.29,0.29,0.21,0.21,0.21,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.07
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.57,0.71,1.14,1.5,1.5,1.64,2.57,2.57,3.64,4.43,4.86,5.64,5.64,7.14,7.21,7.07,7.36,7.0,8.79,8.64,9.93,10.79,9.71,10.43,9.93,10.21,10.29,8.79,8.64,9.07,8.36,9.0,7.21,8.21,6.5,5.64,6.57,5.07,8.93,8.64,9.43,9.43,9.0,9.64,9.71,12.93,13.57,14.0,13.93,14.0,14.07,14.93,12.0,12.07,11.21,13.0,13.0,13.0,13.64,10.21,10.36,8.93,8.64,8.57,8.07,8.57,8.64,7.86,8.86,6.43,6.43,6.07,5.71,5.64,5.14,5.21,5.14,5.14,4.71,3.43,2.57,2.71
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.71,0.86,0.86,0.86,1.36,12.14,12.14,13.07,14.57,14.57,14.57,14.57,14.29,15.14,15.79,15.64,15.64,15.64,15.93,5.5,5.5,4.57,3.07
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.36,0.36,0.36,0.79,1.07,1.43,1.5,3.21,6.14,7.36,7.36,8.36,12.14,12.14,19.21,24.21,27.64,35.71,39.07,53.36,62.79,69.07,72.71,78.57,85.43,95.36,99.43,110.64,115.07,121.07,127.64,135.07,145.93,144.86,145.14,162.5,181.93,202.14,225.93,248.64,271.86,295.86,321.07,364.5,435.36,497.14,562.79,631.14,702.86,760.21,817.93,876.14,932.86,991.21,1050.57,1110.0,1169.5,1211.07,1227.5,1260.64,1298.0,1330.0,1369.0,1414.36,1452.14,1488.36,1537.57,1585.93,1632.0,1673.43,1722.57,1791.36,1896.93,1981.5,2049.21,2114.5,2186.21,2239.0,2306.21
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.71,0.71,1.71,1.64,1.71,1.93,1.93,2.43,3.07,4.5,5.36,5.86,6.79,7.21,7.79,8.57,8.43,9.86,10.64,11.36,11.71,12.07,12.29,11.07,10.5,10.79,10.36,10.36,10.43,10.57,9.86,9.21,8.86,8.86,10.0,9.64,9.36,10.36,10.79,12.5,14.14,16.36,20.0,24.0,27.93,31.79,37.43,40.57,42.71,48.71,54.64,58.21,63.86,65.5,70.79,72.36,71.86,72.86,74.14,82.14,83.71,87.36,89.71,91.86,93.86,92.71,90.93,92.0,91.5,94.29,97.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.36,0.86,1.36,2.5,3.29,3.43,3.93,4.64,5.93,7.36,9.57,12.14,15.79,17.71,21.29,26.57,26.07,30.14,43.79,49.5,52.14,59.64,69.79,76.29,95.79,103.79,120.43,139.36,153.14,163.0,177.36,189.14,194.36,206.36,233.5,254.64,272.36,296.21,301.0,312.14,315.0,316.43,317.36,319.86,314.93,312.71,314.21,315.14,301.5,288.0,275.07,263.64,237.07,240.57,224.71,209.07,199.07,189.07,183.71,175.71,160.93,142.14,135.79,124.71,112.21,97.5,102.07,81.0,81.86,81.57,75.43,74.43,76.5,77.21
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.21,0.29,0.29,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.43,0.36,0.43,0.43,0.29,0.21,0.21,0.21,0.29,0.29,0.29,0.29,0.29,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.14,0.29,0.43,0.43,0.43,0.5,0.5,0.57,0.57,0.71,0.71,0.71,0.79,0.93,1.71,1.86,2.07,2.64,3.14,3.86,4.07,5.29,5.29,5.93,5.93,6.64,6.5,7.79,7.86,8.93,9.36,9.64,10.64,11.71,11.93,12.5,14.93,15.29,17.5,16.71,20.21,20.29,22.21,21.93,24.21,24.36,23.93,24.64,25.29,24.93
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.93,1.93,2.14,2.57,2.86,2.86,3.07,3.43,3.86,4.0,4.07,4.21,4.07,4.0,4.0,3.93,3.71,3.5,3.14,3.14,3.07,2.5,1.86,2.14,2.21,2.21,2.07,1.86,2.36,3.21,3.79,4.36,4.36,4.93,6.07,6.07,7.64,7.86,8.57,9.64,11.14,14.5,16.29,18.21,21.0,21.79,25.64,28.43,32.36,36.07,38.0,42.14,44.14,45.43,47.14,49.07,50.29,52.07,54.07,61.0,61.86,65.93,70.86,87.64,98.29,106.93,120.57,145.64,166.14,192.79,241.29,281.14,343.07,377.07,474.21,546.0,608.43,662.0,711.93,742.43,792.29,821.79,835.64,853.0,838.71,860.79,825.43,829.79,768.86,734.64,718.36,697.21,688.0,697.64,693.71,671.36,694.29,693.21,709.21,699.29,700.57,702.36,683.21,670.29,654.71,633.79,622.79
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.21,0.5,0.71,1.14,2.29,3.14,3.86,4.5,5.14,7.5,8.79,9.71,12.64,13.0,13.07,14.07,14.71,15.0,16.93,17.71,18.57,19.5,20.79,21.07,21.64,22.36,20.93,21.43,24.86,26.93,33.29,33.93,31.86,31.14,30.57,30.93,33.71,33.07,39.36,42.79,44.14,48.29,45.64,44.14,40.14,44.57,46.07,46.07,45.5,43.71,39.21,37.71,29.93,25.29,22.71,17.64,17.14,15.86,13.21,8.57,6.79,5.86,5.57,5.43,5.79,5.57,5.79,5.5,6.14,6.14,5.86,5.29,4.79,4.07,3.43
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5,0.5,1.14,1.14,2.21,4.07,6.36,10.07,12.93,15.64,18.07,19.64,19.64,20.29,23.86,26.86,28.43,30.43,32.07,33.64,33.79,35.07,35.93,36.5,35.93,37.64,40.43,43.64,42.36,42.43,41.64,41.36,41.36,40.21,40.14,37.71,36.0,33.93,32.57,29.86,29.07,26.5,26.43,24.29,23.79,22.43,20.36,18.71,17.29,15.21,14.29,13.64,13.57,13.43,12.14,11.5,9.29,8.71,7.79,7.43,7.21,6.79,5.93,5.5,4.71,4.36,4.14,3.79,3.21,2.5,2.21,1.86,1.93,1.93,1.57,1.43,1.36,1.29
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.21,0.21,0.21,0.14,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.5,0.79,0.71,1.29,1.29,1.57,4.07,3.93,5.36,5.36,7.79,9.14,11.21,16.43,19.86,19.57,22.57,21.93,26.36,29.36,30.0,33.43,35.86,37.21,34.64,38.29,39.86,37.07,39.21,41.93,42.86,42.86,43.36,44.14,43.5,45.86,45.5,48.79,48.79,49.0,49.93,49.93,47.64,50.0,47.57,47.57
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.21,0.21,0.5,0.93,1.21,1.71,2.71,3.64,4.43,4.43,8.29,10.64,14.36,17.07,19.36,28.5,39.07,49.71,65.0,81.86,82.07,87.79,90.29,92.21,90.29,93.71,93.07,96.07,98.64,91.71,85.36,81.14,71.93,59.5,60.07,63.79,67.57,75.86,80.43,81.64,91.29,103.5,107.36,115.29,122.57,127.86,144.21,158.36,166.64,169.5,180.07,184.36,203.14,217.29,226.29,235.86,258.93,280.0,293.36,298.07,305.64,333.93,361.36,390.64,418.5,453.86,480.29,506.57,540.93,572.79,623.71,658.07,687.71,728.21,778.93,802.14
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.21,0.21,0.14,0.14,0.14,0.07,0.07,0.14,0.14,2.14,2.14,2.21,2.93,2.93,3.0,3.0,3.43,3.86,4.93,8.21,8.21,8.14,10.71,11.43,12.07,12.0,13.64,13.64,17.43,17.43,17.0,16.57,29.07,31.64
Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.29,0.79,0.93,2.14,3.07,5.86,8.43,11.64,15.71,18.36,28.43,35.57,47.93,76.5,120.64,161.71,161.57,371.43,453.29,551.0,701.57,827.36,977.71,1264.57,1429.29,1776.71,2006.79,2433.07,2727.86,3374.14,3964.93,4320.5,4774.57,5165.14,5572.43,6012.5,6443.43,6721.57,7056.36,7199.57,7348.43,7252.79,7289.79,7050.36,6816.86,6611.0,6413.71,6194.36,5867.36,5472.71,5251.86,5205.93,5117.14,4682.71,4787.71,4538.21,4445.43,4297.79,4271.57,3194.07,3062.71,2914.5,2811.86,2730.86,2519.5,2034.79,1741.21,1775.43,1342.29,1271.5,1082.21,852.57,601.64,1419.07,1262.36,1194.0,1283.64,1232.64,1126.71,1150.36,1069.07,1008.29,945.14,971.07,907.71,873.57,827.86,854.79
Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.36,0.64,1.21,1.93,3.07,3.57,4.21,5.14,5.43,5.79,6.86,7.21,7.14,7.43,7.14,7.36,7.07,6.71,7.07,6.79,6.5,6.14,6.36,6.71,5.79,5.93,6.21,6.0,6.0,6.07,6.64,6.79,6.43,6.57,6.21,6.07,6.29,6.79,9.0,8.93,10.07,12.71,16.43,18.71,22.36,26.5,27.57,29.36,30.36,31.86,32.21,31.93,31.93,32.93,33.36,32.57,29.64,27.64,24.29,20.07,19.29,19.0,18.71,17.5,18.21,18.79,17.21,18.29,16.5,16.5,16.64
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.14,0.29,0.36,0.36,0.43,0.36,0.43,0.57,0.57,0.71,0.71,0.79,0.79,0.86,1.0,1.0,0.93,1.64,1.79,1.79,1.71,1.64,4.0,3.86,6.79,6.64,9.0,11.36,11.21,13.86,15.57,17.57,20.43,24.5,29.29,35.71,37.57,37.57,40.79,47.93,50.86,54.0,66.93,67.93,80.57,89.36,95.93,103.07,98.29,102.21,121.21,121.21,136.64,139.29,134.0,157.71,161.93
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.29,0.29,0.36,0.36,0.5,0.57,0.57,0.57,0.5,0.5,0.5,0.57,0.64,0.64,0.43,0.43,0.36,0.36,0.21,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07
Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.43,0.43,0.79,0.93,1.0,1.43,2.43,6.64,7.14,11.43,14.43,17.64,25.29,35.57,42.29,57.64,67.79,72.0,77.71,83.5,88.86,96.07,109.86,114.43,123.64,128.43,137.93,144.71,160.07,161.07,177.57,191.29,208.93,231.79,262.0,294.93,320.86,334.29,349.71,368.57,386.21,420.93,450.07,472.57,478.86,484.5,494.29,500.71,498.57,498.0,506.07,527.07,539.64,540.79,544.93,541.79,543.86,563.0,573.29,582.64,569.86,584.0,598.21,610.86,593.14,590.0,566.57,567.43,563.86,565.29,562.0,549.86,553.14,548.71,553.14,546.5,543.36,535.0,549.07,542.5,559.0,546.86,541.64,543.21,539.21,538.86
